Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",2/2/2024,133262,Primary School,St Pius X RC VA Primary School - Playing Field,St Pius X RC VA Primary School - Playing Field Gatehouse Avenue Withywood Bristol BS13 9AB,,Gatehouse Avenue,Bristol,BS13 9AB,Hartcliffe & Withywood,357100,168096,Freehold,,Land only,,0.7006,Yes,Direct Service
"Bristol, City of",2/2/2024,847,Day Centre,Bristol Community Links South Day Centre,Bristol Community Links South Day Centre Langhill Avenue Knowle Bristol BS4 1TN,,Langhill Avenue,Bristol,BS4 1TN,Filwood,358474,169066,Freehold,,Land and Building(s),2462.1,0.4712,Yes,Direct Service
"Bristol, City of",2/2/2024,851,House/Houses,Greenfield Primary School House,Greenfield Primary School House Novers Lane Knowle West Bristol BS4 1QW,,Novers Lane,Bristol,BS4 1QW,Filwood,358459,169319,Freehold,,Land and Building(s),89.8,0.04265,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,770,Library,Marksbury Road Library,Marksbury Road Library Marksbury Road Bedminster Bristol BS3 5LG,,Marksbury Road,Bristol,BS3 5LG,Windmill Hill,358227,170695,Freehold,,Land and Building(s),167.1,0.0821,Yes,Direct Service
"Bristol, City of",2/2/2024,771,Primary School,Parson Street Primary School,Parson Street Primary School Bedminster Road Bedminster Bristol BS3 5NR,,Bedminster Road,Bristol,BS3 5NR,Filwood,358025,170555,Freehold,,Land and Building(s),1811,0.756742,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,772,House/Houses,Parson Street School Caretakers House,Parson Street School Caretakers House 46 Parson Street Bedminster Bristol BS3 5QG,46,Parson Street,Bristol,BS3 5QG,Filwood,358004,170492,Freehold,,Land and Building(s),93.8,0.0392,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,774,Land-Hospital/Health Centre/Surgery,Knowle West Health Park,Knowle West Health Park Downton Road Knowle Bristol BS4 1WH,,Downton Road,Bristol,BS4 1WH,Filwood,358675,170105,Freehold,,Land only,0,4.408854,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,778,Community Centre/Facilities,Jubilee Hall,Jubilee Hall Wedmore Vale Bedminster Bristol BS3 5HX,,Wedmore Vale,Bristol,BS3 5HX,Windmill Hill,359256,170697,Freehold,,Land and Building(s),155.5,0.05215,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,136553,Land/Bldgs held for Development,Lockleaze Police Station And Car Park,Lockleaze Police Station And Car Park Gainsborough Square Lockleaze Bristol BS7 9XA,30,Gainsborough Square,Bristol,BS7 9XA,Lockleaze,361075,177003,Freehold,,Land and Building(s),,0.158457,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,793,Primary School,Knowle Park Primary School,Knowle Park Primary School Queenshill Road Knowle Bristol BS4 2XG,,Queenshill Road,Bristol,BS4 2XG,Knowle,360228,170458,Freehold,,Land and Building(s),4431,0.948867,Yes,Direct Service
"Bristol, City of",2/2/2024,795,House/Houses,Knowle Park Primary School House,Knowle Park Primary School House 70 Queenshill Road Knowle Bristol BS4 2XQ,70,Queenshill Road,Bristol,BS4 2XQ,Knowle,360204,170403,Freehold,,Land and Building(s),88.3,0.047336,Yes,Direct Service
"Bristol, City of",2/2/2024,797,Community Centre/Facilities,Knowle Community Centre,Knowle Community Centre Crossways Road Knowle Bristol BS4 2SS,,Crossways Road,Bristol,BS4 2SS,Knowle,360388,170425,Freehold,,Land and Building(s),399,0.200971,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,929,Primary School,Fair Furlong Primary School,Fair Furlong Primary School Vowell Close Bishopsworth Bristol BS13 9HX,,Vowell Close,Bristol,BS13 9HX,Hartcliffe & Withywood,357565,167809,Freehold,,Land and Building(s),2797.18,1.964659,Yes,Direct Service
"Bristol, City of",2/2/2024,128262,Secondary School,Merchants Academy,Merchants Academy Molesworth Drive Withywood Bristol BS13 9BL,,Gatehouse Avenue,Bristol,BS13 9BL,Hartcliffe & Withywood,357487,168056,Freehold Reversion,,Land and Building(s),,9.704028,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,932,Day Centre,23 Vowell Close,23 Vowell Close Bishopsworth Bristol BS13 9HS,23,Vowell Close,Bristol,BS13 9HS,Hartcliffe & Withywood,357648,167739,Freehold,,Land and Building(s),225.7,0.221053,Yes,Direct Service
"Bristol, City of",2/2/2024,854,Community Centre/Facilities,Former Eagle House Youth Centre,Former Eagle House Youth Centre Newquay Road Knowle Bristol BS4 1EF,,,,BS4 1EF,Filwood,359834,169680,Freehold,,Land and Building(s),356,0.448884,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,855,Library,Filwood Library,Filwood Library Filwood Broadway Filwood Bristol BS4 1JN,,Filwood Broadway,Bristol,BS4 1JN,Filwood,359346,169690,Freehold,,Land and Building(s),311,0.072459,Yes,Direct Service
"Bristol, City of",2/2/2024,856,Community Centre/Facilities,Filwood Community Centre,Filwood Community Centre Barnstaple Road Knowle Bristol BS4 1JP,,Barnstaple Road,Bristol,BS4 1JP,Filwood,359329,169796,Freehold,,Land and Building(s),1436.4,0.472061,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,859,Primary School,School Of Christ The King RC VA,School Of Christ The King RC VA Hartcliffe Road Filwood  Bristol BS4 1HD,,Hartcliffe Road,Bristol,BS4 1HD,Filwood,359300,169580,Education Acts Agt,,Land and Building(s),1381.06,0.619957,Yes,Direct Service
"Bristol, City of",2/2/2024,864,House/Houses,Oasis Academy Connaught School House,Oasis Academy Connaught School House 1 Leinster Avenue Knowle Bristol BS4 1NH,1,Leinster Avenue,Bristol,BS4 1NH,Filwood,359265,170021,Freehold Reversion,,Land and Building(s),87.4,0.032747,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,871,Primary School,Ilminster Avenue E-Act Primary Academy,Ilminster Avenue E-Act Primary Academy Ilminster Avenue Knowle Bristol BS4 1BX,,Ilminster Avenue,Bristol,BS4 1BX,Knowle,360064,169888,Freehold Reversion,,Land and Building(s),1780.7,1.401163,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,120951,Childrens Centre,Hillfields Childrens Centre,Hillfields Childrens Centre Minerva Primary Academy The Greenway Hillfields Park Bristol BS16 4HA,,The Greenway,Bristol,BS16 4HA,Hillfields,364272,175000,User Rights,,Building(s) only,291.3,0.010604,Yes,Direct Service
"Bristol, City of",2/2/2024,877,House Service Occupancy,Ilminster Avenue Specialist Nursery School And Children's Centre Caretaker's  House,Ilminster Avenue Specialist Nursery School And Children's Centre Caretaker's  House 154 Ilminster Avenue Knowle Bristol BS4 1BX,154,Ilminster Avenue,Bristol,BS4 1BX,Knowle,360012,169874,Freehold,,Land and Building(s),83.2,,Yes,Direct Service
"Bristol, City of",2/2/2024,879,Secondary School,Oasis Academy John Williams,Oasis Academy John Williams Petherton Road Hengrove Bristol BS14 9BU,,,,BS14 9BU,Hengrove & Whitchurch Park,360711,169122,Freehold,,Land and Building(s),0,17.153381,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,880,Primary School,Oasis Academy New Oak,Oasis Academy New Oak Walsh Avenue Hengrove  Bristol  BS14 9SN,,Walsh Avenue,Bristol,BS14 9SN,Hengrove & Whitchurch Park,360478,169236,Freehold Reversion,,Land and Building(s),2272.7,3.277761,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,882,Childrens Homes,Bush Residential Respite Centre,Bush Residential Respite Centre 12A New Fosseway Road Hengrove Bristol BS14 9XA,,,,BS14 9XA,Hengrove & Whitchurch Park,360958,168917,Freehold,,Land and Building(s),614.5,0.290572,Yes,Direct Service
"Bristol, City of",2/2/2024,886,House/Houses,Oasis Academy John Williams School House,Oasis Academy John Williams School House 70 Petherton Gardens Hengrove Bristol BS14 9BU,,,,BS14 9BU,Hengrove & Whitchurch Park,360700,169137,Freehold Reversion,,Land and Building(s),0,0.048374,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,820,Land-Playingfield/Playground/Sports,May And Hassell Playing Field,May And Hassell Playing Field Bedminster Down School Highridge Walk Highridge Bristol,,Highridge Walk,Bristol,BS13 8BA,Bishopsworth,356366,169050,Freehold,,Land only,,2.432454,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,822,Primary School,Cheddar Grove Primary School,Cheddar Grove Primary School Cheddar Grove Bedminster Down Bristol BS13 7EN,,Cheddar Grove,Bristol,BS13 7EN,Bishopsworth,357270,169654,Freehold,,Land and Building(s),2172,2.083551,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,377,Secondary School,Charnwood Annexe,Charnwood Annexe 30 Cotham Park Cotham Bristol BS6 6BU,30,Cotham Park,Bristol,BS6 6BU,Cotham,358420,174193,Freehold Reversion,,Land and Building(s),0,0.3144,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,388,Primary School,St Barnabas CE VC School,St Barnabas CE VC School Albany Road Montpelier Bristol BS6 5LQ,,Albany Road,Bristol,BS6 5LQ,Ashley,359703,174398,Mixed Title,,Land and Building(s),1281.8,1.002178,Yes,Direct Service
"Bristol, City of",2/2/2024,400,Primary School,St Werburghs Primary School Academy,St Werburghs Primary School Academy James Street St Werburghs Bristol BS2 9UH,,James Street,Bristol,BS2 9UH,Ashley,360353,174781,Freehold Reversion,,Land and Building(s),1293.93,0.729217,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,401,Nursery School,St Werburghs Park Nursery School,St Werburghs Park Nursery School Glenfrome Road St Werburghs Bristol BS2 9UX,,Glenfrome Road,Bristol,BS2 9UX,Ashley,360337,174834,Freehold,,Land and Building(s),1006,0.264817,Yes,Direct Service
"Bristol, City of",2/2/2024,406,Community Centre/Facilities,St Werburghs Community Centre,St Werburghs Community Centre Horley Road St Werburghs Bristol BS2 9TJ,,Horley Road,Bristol,BS2 9TJ,Ashley,360370,174504,Freehold,,Land and Building(s),888,0.1591,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,315,House Service Occupancy,Sefton Park Junior/Infant School House,Sefton Park Junior/Infant School House St Bartholomews Road Ashley Down Bristol BS7 9BJ,,St Bartholomews Road,Bristol,BS7 9BJ,Ashley,359632,175271,Freehold,,Land and Building(s),86,0.009015,Yes,Direct Service
"Bristol, City of",2/2/2024,318,Scout/Guide Building Land,St Bartholomews Road - Land At,St Bartholomews Road - Land At St Bartholomews Road Ashley Down Bristol BS7 9BJ,,,,BS7 9BJ,Ashley,359591,175240,Freehold,,Land only,,0.078,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,320,Primary School,Glenfrome Primary School,Glenfrome Primary School Cottisford Road Eastville Bristol BS5 6TY,,Cottisford Road,Bristol,BS5 6TY,Lockleaze,360963,175664,Freehold,,Land and Building(s),2236.7,1.589595,Yes,Direct Service
"Bristol, City of",2/2/2024,324,Community Centre/Facilities,Former Eastville Library,Former Eastville Library Muller Road Eastville Bristol BS5 6XP,,Muller Road,Bristol,BS5 6XP,Lockleaze,360574,175453,Freehold,,Land and Building(s),238.6,0.248213,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,332,Secondary School,Bristol Metropolitan Academy PFI,Bristol Metropolitan Academy PFI Snowdon Road Fishponds Bristol BS16 2HD,,Snowdon Road,Bristol,BS16 2HD,Eastville,362550,175899,Freehold Reversion,,Land and Building(s),0,8.516251,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,335,House Service Occupancy,Bristol Metropolitan College Bungalow,Bristol Metropolitan College Bungalow Snowdon Road Fishponds Bristol BS16 2EQ,,Snowdon Road,Bristol,BS16 2EQ,Eastville,362642,175970,Freehold,,Land and Building(s),86,0.031174,Yes,Direct Service
"Bristol, City of",2/2/2024,337,Land-Car/Lorry Park,Alexandra Park  - Former Public Car Park,Alexandra Park  - Former Public Car Park Alexandra Park Fishponds Bristol BS16 2BG,,,,BS16 2BG,Eastville,362760,175695,Freehold,,Land only,,0.063388,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,339,Special School,St Matthias Park Pupil Referral Unit,St Matthias Park Pupil Referral Unit Alexandra Park Fishponds Bristol BS16 2BG,,Alexandra Park,Bristol,BS16 2BG,Eastville,362837,175672,Freehold,,Land and Building(s),1430,0.445242,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,1904,Offices,Former Bridge Masters Cabin,Former Bridge Masters Cabin Wapping Road Harbourside Bristol BS1 4RH,,Wapping Road,Bristol,BS1 4RH,Central,358633,172332,Freehold,,Land and Building(s),7.9,0.001056,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,298,Primary School,Bishop Road Primary School,Bishop Road Primary School Bishop Road Bishopston Bristol BS7 8LS,,Bishop Road,Bristol,BS7 8LS,Redland,358859,175850,Freehold,,Land and Building(s),4541.24,0.949239,Yes,Direct Service
"Bristol, City of",2/2/2024,121239,Primary School,Avonmouth CE VC Primary School,Avonmouth CE VC Primary School Catherine Street Bristol BS11 9LG,,Catherine Street,Bristol,BS11 9LG,Avonmouth & Lawrence Weston,352152,177604,Education Acts Agt,,Land and Building(s),,1.246915,Yes,Direct Service
"Bristol, City of",2/2/2024,304,Primary School,St Bonaventures RC VA School,St Bonaventures RC VA School Friary Road Redland Bristol BS7 8HR,,Egerton Road,Bristol,BS7 8HR,Redland,358548,175671,Education Acts Agt,,Land and Building(s),2666.3,1,Yes,Direct Service
"Bristol, City of",2/2/2024,307,Secondary School,Redland Green School,Redland Green School Redland Court Road Redland Bristol BS6 7EH,,Redland Court Road,Bristol,BS6 7EH,Redland,358167,175133,Freehold,,Land and Building(s),0,4.200267,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,308,Land-Playingfield/Playground/Sports,Redland Green - Redland Green Bowling Green And Pavilion,Redland Green - Redland Green Bowling Green And Pavilion Redland Green Road Redland Bristol BS6 7HE,,Redland Green Road,Bristol,BS6 7HE,Redland,358002,175073,Freehold,,Land and Building(s),188,0.382268,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,312,Primary School,Sefton Park Junior School,Sefton Park Junior School Ashley Down Road Ashley Down Bristol BS7 9BJ,,,,BS7 9BJ,Ashley,359675,175275,Freehold,,Land and Building(s),1450,0.448809,Yes,Direct Service
"Bristol, City of",2/2/2024,229,Primary School,Stoke Bishop CE VC School And Playing Field,Stoke Bishop CE VC School And Playing Field Cedar Park Stoke Bishop Bristol BS9 1BW,,Cedar Park,Bristol,BS9 1BW,Stoke Bishop,355701,176197,Freehold,,Land and Building(s),2107.4,0.652254,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,231,Primary School,Elmlea Junior School,Elmlea Junior School The Dell Westbury-on-Trym Bristol BS9 3UF,,The Dell,Bristol,BS9 3UF,Westbury-on-Trym & Henleaze,356890,176360,Freehold,,Land and Building(s),2325.9,0.780078,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,232,Primary School,Elmlea Infant Academy School ,Elmlea Infant Academy School  Elmlea Avenue Westbury On Trym Bristol BS9 3UU,,Elmlea Avenue,Bristol,BS9 3UU,Westbury-on-Trym & Henleaze,356872,176317,Freehold Reversion,,Land and Building(s),1358,1.105461,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,233,House/Houses,Elmlea School Caretakers House,Elmlea School Caretakers House The Bungalow The Dell Westbury-on-Trym Bristol BS9 3UF,,The Dell,Bristol,BS9 3UF,Westbury-on-Trym & Henleaze,356942,176434,Freehold,,Land and Building(s),87.6,0.11843,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,236,Training/Community/Further Education,Stoke Lodge AEC,Stoke Lodge AEC Shirehampton Road Stoke Bishop Bristol BS9 1BN,,Shirehampton Road,Bristol,BS9 1BN,Stoke Bishop,355885,176491,Freehold,,Land and Building(s),961,2.088583,Yes,Direct Service
"Bristol, City of",2/2/2024,379,Primary School,Fairlawn Primary School Academy,Fairlawn Primary School Academy Fairfield Road Montpelier Bristol BS6 5JL,,Fairfield Road,Bristol,BS6 5JL,Ashley,359668,174670,Freehold,,Land and Building(s),3804,0.464662,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,380,House/Houses,Former Fairfield School - School House,Former Fairfield School - School House 15 Fairfield Road Montpelier Bristol BS6 5JN,15,Fairfield Road,Bristol,BS6 5JN,Ashley,359625,174610,Freehold,,Land and Building(s),,0.020916,Yes,Direct Service
"Bristol, City of",2/2/2024,596,Land-Car/Lorry Park,Chalks Road Public Car Park,Chalks Road Public Car Park Chalks Road St George Bristol BS5 9EP,,Chalks Road,Bristol,BS5 9EP,St George West,361785,173633,Freehold,,Land only,,0.268138,,Assets Under Construction
"Bristol, City of",2/2/2024,597,Public Conveniences,St George Park - Former Public Conveniences,,,,,BS5 ,St George West,,,Freehold,Vacant,Land and Building(s),36.6,0.010297,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,599,Community Centre/Facilities,St George Community Centre,St George Community Centre Church Road St George Bristol BS5 8AA,,Church Road,Bristol,BS5 8AA,St George West,361967,173569,Freehold,,Land and Building(s),233.6,0.087221,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,600,Primary School,Summerhill Academy,Summerhill Academy Plummers Hill St George Bristol BS5 7LE,,Plummers Hill,Bristol,BS5 7LE,St George West,362453,173755,Freehold,,Land and Building(s),1887,1.005458,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,601,Primary School,Summerhill Infant School,Summerhill Infant School Clouds Hill Road St George Bristol BS5 7LE,,Clouds Hill Road,Bristol,BS5 7LE,St George West,362503,173712,Freehold,,Land and Building(s),1453.8,0.376044,Yes,Direct Service
"Bristol, City of",2/2/2024,605,Rehabilitation Unit/ICC Service,East Bristol Intermediate Care Centre,East Bristol Intermediate Care Centre Summerhill Terrace St George Bristol BS5 8HX,,,,BS5 8HX,St George Central,362862,173500,Freehold,,Land and Building(s),2030.63,0.576751,Yes,Direct Service
