Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",25/01/2016,83764,Scout/Guide Building Land,Fir Tree Lane Scout Hall,Fir Tree Lane Scout Hall Fir Tree Lane St George Bristol BS5 8ZZ,,Fir Tree Lane,Bristol,BS5 8ZZ,St George East,363271,173004,Freehold,,Land,87.2,0.196698,,Land and Buildings
"Bristol, City of",25/01/2016,120949,Childrens Centre,Stoke Park Children's Centre,Stoke Park Children's Centre Stoke Park Primary School Brangwyn Grove Lockleaze Bristol BS7 9BY,,Romney Avenue,Bristol,BS7 9BY,Lockleaze,360752,176492,Freehold,,Building,,0.028152,Yes,Land and Buildings
"Bristol, City of",25/01/2016,4566,Store/Depot/Warehouse,The Pound Depot,The Pound Depot Clifton Down Bristol BS8 3HB,,Clifton Down,Bristol,BS8 3HB,Stoke Bishop,356871,174268,Management Agreement,,Building,,0,Yes,Land and Buildings
"Bristol, City of",25/01/2016,84069,Fire Station,Smoke Lane - Fire Training Centre,Smoke Lane - Fire Training Centre Avonmouth Bristol BS11 0YA,,Washingpool Lane,Bristol,BS11 0YA,Avonmouth,353047,180985,Freehold,,Building,,1.772826,,Investment Properties
"Bristol, City of",25/01/2016,84175,Land-Allotments-Statutory,Troopers Hill Allotments - Land For Caravan Storage,Troopers Hill Allotments - Land For Caravan Storage Cousins Lane St George Bristol,,Cousins Lane,Bristol,BS5 8JU,St George West,363011,173394,Freehold,,Land,,0.206504,Yes,Community
"Bristol, City of",25/01/2016,121242,Offices,Greenway Centre - Units 11 And 12,Greenway Centre - Units 11 And 12 Doncaster Road Southmead Bristol BS10 5PY,,Doncaster Road,Bristol,BS10 5PY,Southmead,357764,177985,Leasehold,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8303,Offices,Brunel House,Brunel House St Georges Road Bristol BS1 5UY,,St Georges Road,Bristol,BS1 5UY,Cabot,358206,172828,Leasehold,,Building,7393,0.475094,Yes,Land and Buildings
"Bristol, City of",25/01/2016,79846,Training/Community/Further Education,City Learning Centre And St Pauls Library,City Learning Centre And St Pauls Library 94/96 Grosvenor Road St Pauls Bristol BS2 8XJ,96,Grosvenor Road,Bristol,BS2 8XJ,Ashley,359663,174111,Freehold,,Building,1695.8,0.193738,Yes,Land and Buildings
"Bristol, City of",25/01/2016,79602,Training/Community/Further Education,The I City Learning Centre,The I City Learning Centre Filton Road Horfield Bristol BS7 0XY,,Filton Road,Bristol,BS7 0XY,Horfield,359856,177969,Freehold,,Building,,0.051876,Yes,Land and Buildings
"Bristol, City of",25/01/2016,79633,Training/Community/Further Education,Autistic Spectrum Disorder Centre,Autistic Spectrum Disorder Centre Oasis Academy Brislington Hungerford Road Brislington Bristol BS4 5EY,,Hungerford Road,Bristol,BS4 5EY,Brislington West,362563,169780,Management Agreement,,Building,,0.143097,Yes,Land and Buildings
"Bristol, City of",25/01/2016,79822,Sports Building/Hall/Facility,Henbury Sports And Social Club,,,,,BS10 ,Henbury,,,Freehold,Vacant,Building,72.97,0.236187,,Land and Buildings
"Bristol, City of",25/01/2016,79883,Land-Dock/Dockyard,Albion Dry Dock,Albion Dry Dock Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6TZ,,Hanover Place,Bristol,BS1 6TZ,Cabot,357765,172369,Freehold,,Land,,0.675263,,Investment Properties
"Bristol, City of",25/01/2016,128925,Community Centre/Facilities,The Gatehouse Centre - Room 2,The Gatehouse Centre - Room 2 Hareclive Road Bristol BS13 9JN,,Hareclive Road,Bristol,BS13 9JN,Hartcliffe,357593,168341,Leasehold,,Building,,0.060687,,Land and Buildings
"Bristol, City of",25/01/2016,82215,Offices,Custom House,Custom House Clayton Street Avonmouth Bristol BS11 9DX,,Clayton Street,Bristol,BS11 9DX,Avonmouth,351360,178183,Freehold Reversion,,Building,,0.544458,,Investment Properties
"Bristol, City of",25/01/2016,80798,Garage/Garages/Car Parking - Domestic,Crown Hill - Garages Block Adj 52,Crown Hill - Garages Block Adj 52 Crown Hill St George Bristol,52,Crown Hill,Bristol,BS5 7JP,St George West,362713,173951,Freehold,,Building,,0.003017,,Surplus
"Bristol, City of",25/01/2016,80553,Shop/Kiosk,Union Street/Fairfax Street - Shopping Precinct,Union Street/Fairfax Street - Shopping Precinct Broadmead Bristol BS1 2DF,17,Union Street,Bristol,BS1 2DF,Cabot,359004,173204,Freehold,,Building,,0.257151,,Investment Properties
"Bristol, City of",25/01/2016,61210,Market/Market Stall,The Exchange Market,The Exchange Market Corn Street Bristol BS1 1HQ,,Corn Street,Bristol,BS1 1JQ,Cabot,358856,172992,Freehold,,Building,,0.089243,,Investment Properties
"Bristol, City of",25/01/2016,60264,Industrial/Workshop,Unit 3 Albion Dockside Estate,Unit 3 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Cabot,357701,172256,Freehold,,Building,84.4,0.013293,,Investment Properties
"Bristol, City of",25/01/2016,138350,Primary School,Former Fire Station,,,,,BS5 ,Hillfields,,,Freehold,Vacant,Building,,0.395809,,Assets Under Construction
"Bristol, City of",25/01/2016,9052,Offices,Wyndham Court,Wyndham Court 12 - 20 Pritchard Street St Pauls Bristol BS2 8RH,12,Pritchard Street,Bristol,BS2 8RH,Ashley,359413,173588,Freehold Reversion,,Building,,0.116475,,Investment Properties
"Bristol, City of",25/01/2016,120952,Childrens Centre,Brentry And Henbury Childrens Centre,Brentry And Henbury Childrens Centre Brentry Lane Brentry Bristol BS10 6RG,,Brentry Lane,Bristol,BS10 6RG,Henbury,357671,179503,Freehold,,Building,,0.462971,Yes,Land and Buildings
"Bristol, City of",25/01/2016,88215,Library,Bedminster Library,Bedminster Library 3 St Peters Court Bedminster Parade Bristol BS3 4AQ,,Bedminster Parade,Bristol,BS3 4AQ,Southville,358832,171865,Leasehold,,Building,,0.051909,Yes,Land and Buildings
"Bristol, City of",25/01/2016,122258,Primary School,Horfield CE VC Primary School Playing Fields,Horfield CE VC Primary School Playing Fields Bishop Manor Road Bristol BS10 5BD,,Bishop Manor Road,Bristol,BS10 5BD,Horfield,358821,177296,Freehold,,Land,,0.903703,Yes,Land and Buildings
"Bristol, City of",25/01/2016,123333,Offices,Victoria Park Lodge,Victoria Park Lodge Victoria Park Somerset Terrace Bristol BS3 4LL,,Somerset Terrace,Bristol,BS3 4LL,Windmill Hill,359103,171392,Freehold,,Building,332.68,0.007954,Yes,Land and Buildings
"Bristol, City of",25/01/2016,127659,Community Centre/Facilities,Greenway Centre - Training Reception Office,Greenway Centre - Training Reception Office Doncaster Road Southmead Bristol BS10 5PY,,Doncaster Road,Bristol,BS10 5PY,Southmead,357790,178000,Licence,,Building,,0.000313,,Land and Buildings
"Bristol, City of",25/01/2016,132733,Day Nursery,Abbeywood Tots,Abbeywood Tots Stockwood Lane Stockwood Bristol BS14 8SJ,,Stockwood Lane,Bristol,BS14 8SL,Stockwood,362181,167903,Freehold,,Building,,0.143699,,Land and Buildings
"Bristol, City of",25/01/2016,138201,Public Conveniences,Sommerville Road Public Conveniences,Sommerville Road Public Conveniences 6-8 Sommerville Road St Andrews Bristol BS7 9AA,6,Sommerville Road,Bristol,BS7 9AA,Redland,359098,175304,Freehold,,Building,,0.007452,Yes,Land and Buildings
"Bristol, City of",25/01/2016,138300,Land/Bldgs held for Developement,The George And Railway,,,,,BS1 ,Lawrence Hill,,,Freehold,Vacant,Building,,0.148709,Yes,Land and Buildings
"Bristol, City of",25/01/2016,850,Land-Unused Land,Site Of Novers Lane Infant School,Site Of Novers Lane Infant School Novers Lane Knowle West Bristol BS4 1QW,,Novers Lane,Bristol,BS4 1QW,Filwood,358360,169468,Freehold,,Land,,1.093139,,Surplus
"Bristol, City of",25/01/2016,124053,Offices,Phoenix Court,Phoenix Court Part Ground Floor Bond Street South Bristol BS1 3PH,,Bond Street South,Bristol,BS1 3PH,Lawrence Hill,359513,173323,Leasehold,,Building,404.15,0.04387,Yes,Land and Buildings
"Bristol, City of",25/01/2016,124675,Store/Depot/Warehouse,Workshop At Rear Of,Workshop At Rear Of 2A Kingfisher Drive Stapleton Bristol BS16 1TZ,2,Kingfisher Drive,Bristol,BS16 1TZ,Frome Vale,362465,176744,Freehold,,Building,,0.005247,Yes,Land and Buildings
"Bristol, City of",25/01/2016,128145,Library,Whitchurch Library,Whitchurch Library Unit 7 Whitchurch District Centre Oatlands Avenue Bristol BS14 0SX,,Oatlands Avenue,Bristol,BS14 0SX,Hengrove,360329,168488,Leasehold,,Building,305.85,0.028929,Yes,Land and Buildings
"Bristol, City of",25/01/2016,127032,Offices,The Coppice,The Coppice Callington Road Hospital Matthew Road Bristol BS4 5BJ,,Marmalade Lane,Bristol,BS4 5BJ,Brislington West,361336,170399,Informal Agreement,,Building,,0.000312,Yes,Land and Buildings
"Bristol, City of",25/01/2016,37801,Community Centre/Facilities,26 Bangrove Walk,26 Bangrove Walk Lawrence Weston Bristol Bs11 0ey,26,Bangrove Walk,Bristol,BS11 0EY,Avonmouth,353475,177694,Freehold,,Building,,0.0157,Yes,Land and Buildings
"Bristol, City of",25/01/2016,498,Primary School,St Michaels On The Mount CE VC School ,St Michaels On The Mount CE VC School  Playground No 2 Upper Church Lane St Michaels Bristol,,Park Lane,Bristol,BS2 8BE,Cabot,354890,173280,Leasehold,,Land,,0.062923,Yes,Land and Buildings
"Bristol, City of",25/01/2016,116240,Offices,Unit 5/6 Brunel Lock Development,Unit 5/6 Brunel Lock Development Smeaton Road Hotwells Bristol BS1 6SE,,Smeaton Road,Bristol,BS1 6SE,Cabot,356783,172248,Leasehold,,Building,412,0.067738,Yes,Land and Buildings
"Bristol, City of",25/01/2016,250,Community Centre/Facilities,Manor Farm Boys Club,Manor Farm Boys Club Wellington Hill Horfield Bristol BS7 8ST,,Wellington Hill,Bristol,BS7 8ST,Horfield,359138,176748,Freehold,,Building,355,0.104765,,Land and Buildings
"Bristol, City of",25/01/2016,4569,Sports Building/Hall/Facility,Durdham Down Dressing Rooms,Durdham Down Dressing Rooms Stoke Road Clifton Bristol BS9 1FG,,Stoke Road,Bristol,BS9 1FG,Stoke Bishop,357096,175009,Management Agreement,,Building,692,0.062312,Yes,Land and Buildings
"Bristol, City of",25/01/2016,126894,Industrial/Workshop,Units 1 And 2 Little Ann Street,Units 1 And 2 Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359881,173573,Freehold,,Building,,0.099943,,Investment Properties
"Bristol, City of",25/01/2016,126896,Industrial/Workshop,Unit 3 Little Ann Street,Unit 3 Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359861,173553,Freehold,,Building,,0.055254,,Investment Properties
"Bristol, City of",25/01/2016,126897,Industrial/Workshop,Unit 4 Little Ann Street,Unit 4 Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359855,173544,Freehold,,Building,,0.05491,,Investment Properties
"Bristol, City of",25/01/2016,126898,Industrial/Workshop,Unit 5 Little Ann Street,Unit 5 Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359847,173535,Freehold,,Building,,0.054977,,Investment Properties
"Bristol, City of",25/01/2016,126899,Industrial/Workshop,Unit 6 Little Ann Street,Unit 6 Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359839,173527,Freehold,,Building,,0.057595,,Investment Properties
"Bristol, City of",25/01/2016,128177,Special School,New Fosseway Special School BSF,New Fosseway Special School BSF Bridge Learning Campus Teyfant Road Bristol BS13 0RL,,William Jessop Way,Bristol,BS13 0RL,Whitchurch Park,359145,167730,Management Agreement,,Building,,0.151713,Yes,Land and Buildings
"Bristol, City of",25/01/2016,80502,Special School,St Werburghs Primary School - Silver Birch Annexe,St Werburghs Primary School - Silver Birch Annexe Stafford Road St Werburghs Bristol BS2 9UR,,Mogg Street,Bristol,BS2 9UR,Ashley,360237,174713,Freehold,,Building,1113.2,0.218607,Yes,Land and Buildings
"Bristol, City of",25/01/2016,4018,Offices,Brookland Hall,Brookland Hall Conduit Place Ashley Vale Bristol BS2 9RU,,Conduit Place,Bristol,BS2 9RU,Ashley,360147,174343,Informal Agreement,,Building,,0.036293,Yes,Land and Buildings
"Bristol, City of",25/01/2016,253,Scout/Guide Building,Wellington Hill Scout Hut,Wellington Hill Scout Hut Rozel Road Horfield Bristol BS7 8SQ,,Rozel Road,Bristol,BS7 8SQ,Horfield,359165,176515,Freehold,,Building,,0.07495,,Land and Buildings
"Bristol, City of",25/01/2016,124711,E P Home/Dwellings,Redfield Lodge,Redfield Lodge Avonvale Road Redfield Bristol BS5 9RG,,Avonvale Road,Bristol,BS5 9RG,St George West,361617,173469,Freehold,,Building,2254.5,0.524471,Yes,Land and Buildings
"Bristol, City of",25/01/2016,129484,Land-Unused Land,Land At Stile Acres,Land At Stile Acres Stile Acres Lawrence Weston Bristol,,Stile Acres,Bristol,BS11 0QA,Kingsweston,354538,178451,Freehold,,Land,,0.887416,,Surplus
"Bristol, City of",25/01/2016,129985,Primary School,St Ursulas Academy,St Ursulas Academy Brecon Road Westbury-on-Trym Bristol BS9 4DT,,Brecon Road,Bristol,BS9 4DT,Henleaze,357443,176640,Freehold,,Building,,3.677743,,Land and Buildings
"Bristol, City of",25/01/2016,127669,Offices,Amelia Court,Amelia Court Pipe Lane City Centre Bristol BS1 5AJ,,Pipe Lane,Bristol,BS1 5AJ,Cabot,358513,172955,Freehold,,Building,,0.131335,,Investment Properties
"Bristol, City of",25/01/2016,85532,Offices,Royal Institute For The Blind - Offices On 1st Foor,Royal Institute For The Blind - Offices On 1st Foor 10 Stillhouse Lane Bedminster Bristol BS3 4EB,,Stillhouse Lane,Bristol,BS3 4EB,Southville,358997,171877,Tenancy,,Building,,0.053559,Yes,Land and Buildings
"Bristol, City of",25/01/2016,127651,Shop/Kiosk,14 The Arcade,14 The Arcade Broadmead Bristol BS1 3JA,14,The Arcade,Bristol,BS1 3JA,Cabot,359068,173395,Leasehold,,Building,,0.004773,,Investment Properties
"Bristol, City of",25/01/2016,128348,Sports Building/Hall/Facility,Hengrove Park Leisure Centre,Hengrove Park Leisure Centre Hengrove Promenade Hengrove Bristol BS14 0DE,,Hengrove Promenade,Bristol,BS14 0DE,Hengrove,359419,168426,Freehold,,Building,,1.504314,,Land and Buildings
"Bristol, City of",25/01/2016,330,Land-Community Development,Scout Resource Centre,Scout Resource Centre Gadshill Road Eastville Bristol BS5 6LJ,,Gadshill Road,Bristol,BS5 6LJ,Eastville,361451,175059,Freehold,,Land,,0.060687,,Land and Buildings
"Bristol, City of",25/01/2016,10664,Industrial/Workshop,Fourth Way - Unit 6,Fourth Way - Unit 6 Unit 6 Fourth Way Avonmouth Bristol BS11 8DL,,Fourth Way,Bristol,BS11 8DL,Avonmouth,352962,178268,Freehold,,Building,,0.3904,,Investment Properties
"Bristol, City of",25/01/2016,10668,Industrial/Workshop,Fourth Way - Unit 4,Fourth Way - Unit 4 Avonmouth Bristol BS11 8DP,,Fourth Way,Bristol,BS11 8DY,Avonmouth,352843,178234,Freehold,,Building,3500,0.8759,,Investment Properties
"Bristol, City of",25/01/2016,10669,Industrial/Workshop,Unit 11 Fourth Way,Unit 11 Fourth Way Avonmouth Bristol BS11 8DP,,Fourth Way,Bristol,BS11 8DX,Avonmouth,352877,178296,Freehold,,Building,,0.4119,,Investment Properties
"Bristol, City of",25/01/2016,10670,Store/Depot/Warehouse,Fifth Way - Premises At,Fifth Way - Premises At Avonmouth Trading Estate Avonmouth Bristol BS11 8DT,,Fifth Way,Bristol,BS11 8DT,Avonmouth,353317,178487,Freehold,,Building,,0.887574,,Investment Properties
"Bristol, City of",25/01/2016,10633,Industrial/Workshop,Unit 2 First Way,Unit 2 First Way Avonmouth Bristol BS11 9EF,,St Brendans Way,Bristol,BS11 9EF,Avonmouth,352083,178269,Freehold,,Building,,0.218944,,Investment Properties
"Bristol, City of",25/01/2016,10635,Industrial/Workshop,British Bakeries Premises,British Bakeries Premises Unit 3 Second Way Avonmouth Bristol BS11 8DQ,,Second Way,Bristol,BS11 8DQ,Avonmouth,352570,178200,Freehold,,Building,,2.122361,,Investment Properties
"Bristol, City of",25/01/2016,10637,Industrial/Workshop,Units 1-10 Lescren Way,Units 1-10 Lescren Way Avonmouth Bristol BS11 8DG,1,Lescren Way,Bristol,BS11 8DG,Avonmouth,352766,178367,Freehold,,Building,,1.085125,,Investment Properties
"Bristol, City of",25/01/2016,10639,Store/Depot/Warehouse,Point 4 Industrial Estate,Point 4 Industrial Estate Block C Units 9/10/11 Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth,352706,178217,Freehold Reversion,,Building,,0.40799,,Investment Properties
"Bristol, City of",25/01/2016,10640,Store/Depot/Warehouse,Point 4 Industrial Estate - Units 1-6,Point 4 Industrial Estate - Units 1-6 Block A Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth,352780,178152,Freehold Reversion,,Building,,0.797277,,Investment Properties
"Bristol, City of",25/01/2016,10614,Industrial/Workshop,Unit 15 Avonmouth Way West,Unit 15 Avonmouth Way West Avonmouth Bristol BS11 9EX,,Avonmouth Way West,Bristol,BS11 9EX,Avonmouth,352024,178502,Freehold,,Building,,1.588285,,Investment Properties
"Bristol, City of",25/01/2016,17393,Store/Depot/Warehouse,1-3 Peters Terrace,1-3 Peters Terrace Barton Hill Bristol BS5 0BW,1,Peters Terrace,Bristol,BS5 0BW,Lawrence Hill,360580,173188,Freehold,,Building,,0.1861,,Investment Properties
"Bristol, City of",25/01/2016,10457,Offices,1 Victoria Street,1 Victoria Street Redcliff Bristol BS1 6AA,1,Victoria Street,Bristol,BS1 6AA,Lawrence Hill,359018,172855,Freehold,,Building,,0.086377,,Investment Properties
"Bristol, City of",25/01/2016,10458,Offices,Canningford House,Canningford House 38 Victoria Street Temple Bristol BS1 6BY,38,Victoria Street,Bristol,BS1 6BY,Lawrence Hill,359233,172784,Freehold,,Building,,0.071369,,Investment Properties
"Bristol, City of",25/01/2016,10462,Offices,4-6 Victoria Street,4-6 Victoria Street Temple Bristol BS1 6BN,4,Victoria Street,Bristol,BS1 6BN,Lawrence Hill,359113,172857,Freehold,,Building,367.2,0.024837,,Investment Properties
"Bristol, City of",25/01/2016,10590,Industrial/Workshop,Redcliffe House,Redcliffe House 10 Whitehouse Street Bedminster Bristol BS3 4AR,10,Whitehouse Street,Bristol,BS3 4AU,Southville,359070,171831,Freehold,,Building,,0.432343,,Investment Properties
"Bristol, City of",25/01/2016,10647,Store/Depot/Warehouse,Third Way - Unit  3,Third Way - Unit  3 Avonmouth Bristol BS11 9HL,3,Third Way,Bristol,BS11 9HL,Avonmouth,351835,178754,Freehold,,Building,,0.621738,,Investment Properties
"Bristol, City of",25/01/2016,10648,Industrial/Workshop,Unit 6 Third Way,Unit 6 Third Way Avonmouth Bristol BS11 9HL,6,Third Way,Bristol,BS11 9HL,Avonmouth,352054,178887,Freehold,,Building,,0.80793,,Investment Properties
"Bristol, City of",25/01/2016,10650,Industrial/Workshop,Unit 1 Third Way,Unit 1 Third Way Bristol BS11 9HL,,Third Way,Bristol,BS11 9HL,Avonmouth,351757,178776,Freehold,,Building,,0.424042,,Investment Properties
"Bristol, City of",25/01/2016,10655,Store/Depot/Warehouse,Fourth Way - Unit 3,Fourth Way - Unit 3 Avonmouth Bristol BS11 8DL,,Fourth Way,Bristol,BS11 8DL,Avonmouth,352886,178147,Freehold,,Building,,1.1979,,Investment Properties
"Bristol, City of",25/01/2016,10661,Store/Depot/Warehouse,Unit 7 Fourth Way,Unit 7 Fourth Way Avonmouth Trading Estate Avonmouth Bristol BS11 8TB,,Avonmouth Way,Bristol,BS11 8TB,Avonmouth,353092,178424,Freehold Reversion,,Building,,2.4411,,Investment Properties
